# of rank,Artwork&Artwork,Artist&Artwork,Artist&Artist
373,216.3128150622533,135.6754934709991,21.011691466747646
374,216.89274218038264,136.03923474035832,21.06802307925903
375,217.47266929851202,136.40297600971758,21.12435469177042
376,218.0525964166414,136.76671727907683,21.18068630428181
377,218.63252353477074,137.13045854843608,21.237017916793196
378,219.21245065290012,137.49419981779533,21.293349529304585
379,219.79237777102946,137.85794108715456,21.34968114181597
380,220.37230488915884,138.2216823565138,21.40601275432736
381,220.95223200728822,138.58542362587306,21.46234436683875
382,221.53215912541756,138.94916489523231,21.518675979350135
383,222.11208624354694,139.31290616459157,21.575007591861525
384,222.6920133616763,139.6766474339508,21.63133920437291
385,223.27194047980566,140.04038870331004,21.6876708168843
386,223.85186759793504,140.4041299726693,21.744002429395685
387,224.4317947160644,140.76787124202855,21.800334041907075
388,225.01172183419376,141.1316125113878,21.856665654418464
389,225.59164895232314,141.49535378074705,21.91299726692985
390,226.1715760704525,141.85909505010628,21.96932887944124
391,226.75150318858186,142.22283631946553,22.025660491952625
392,227.3314303067112,142.58657758882478,22.081992104464014
393,227.9113574248406,142.95031885818403,22.1383237169754
394,228.49128454296996,143.31406012754329,22.19465532948679
395,229.0712116610993,143.6778013969025,22.25098694199818
396,229.6511387792287,144.04154266626176,22.307318554509564
397,230.23106589735806,144.40528393562101,22.363650167020953
398,230.8109930154874,144.76902520498027,22.41998177953234
399,231.3909201336168,145.13276647433952,22.47631339204373
400,231.97084725174614,145.49650774369874,22.532645004555114
401,232.5507743698755,145.860249013058,22.588976617066503
